Index,Class,Trinket,Map,Game ID,Kills,Coins,Completed,Lifetime
457,Ranger,Vigor Flask,Polaris,14,0,2,1,445
458,Evincer,Nox Bomb,Polaris,14,1,5,1,439
459,Champion,Echo Bolt,Polaris,14,1,9,1,454
460,Ranger,Vigor Flask,Polaris,14,1,9,1,992
461,Evincer,Nox Bomb,Polaris,14,3,36,1,2233
462,Spectre,Nox Bomb,Polaris,14,0,0,1,271
463,Titan,Smoke Screen,Polaris,14,1,0,1,263
464,Ranger,Vigor Flask,Polaris,14,0,9,1,1769
465,Frost Knight,Accelerator,Polaris,14,0,24,1,786
466,Evincer,Echo Bolt,Polaris,14,0,29,1,1887
467,Battlesmith,Smoke Screen,Polaris,14,4,76,1,1753
468,Evincer,Nox Bomb,Polaris,14,0,8,1,634
469,Evincer,Nox Bomb,Polaris,14,2,76,1,2433
470,Evincer,Echo Bolt,Polaris,14,1,29,1,551
471,Vampire,Risk-It Biscuit,Polaris,14,0,45,1,612
472,Chronomancer,Bandage,Polaris,14,2,51,1,822
473,Evincer,Echo Bolt,Polaris,14,0,14,1,705
474,Dancer,Flame Trap,Polaris,14,0,5,1,234
475,Titan,Lava Cake,Polaris,14,2,12,1,387
476,Evincer,Hedge Seed,Polaris,14,1,42,1,887
477,Chronomancer,Bandage,Polaris,14,0,11,1,437
478,Evincer,Nox Bomb,Polaris,14,1,50,1,2241
479,Chronomancer,Bandage,Polaris,14,2,74,0,0
480,Frost Knight,Flame Trap,Polaris,14,0,11,1,571
481,Ranger,Smoke Screen,Polaris,14,1,14,1,1074
482,Evincer,Nox Bomb,Polaris,14,0,0,0,0
